methyl_chr	methyl_start	methyl_end	name	chr	med_start3kb	med_end3kb	enhancer	Chr	Coordinate	Strand	Methylation.Status	Methylation.Difference	Meancase	Meancontrol	Region	GeneName
11	47208792	47208792	chr11:47187241	11	47208524	47208884	chr11:47208524-47208884	chr11	47187241	-	hypermethylation	0.33	0.33	0	TSS1500	PACSIN3
11	47208817	47208817	chr11:47187266	11	47208524	47208884	chr11:47208524-47208884	chr11	47187266	-	hypermethylation	0.39	0.39	0	TSS1500	PACSIN3
11	47208817	47208817	chr11:47187266	11	47208524	47208884	chr11:47208524-47208884	chr11	47187266	-	hypermethylation	0.39	0.39	0	TTS10kb	RP11-390K5.1
11	47208833	47208833	chr11:47187282	11	47208524	47208884	chr11:47208524-47208884	chr11	47187282	-	hypermethylation	0.35	0.35	0	TSS1500	PACSIN3
11	47208833	47208833	chr11:47187282	11	47208524	47208884	chr11:47208524-47208884	chr11	47187282	-	hypermethylation	0.35	0.35	0	TTS10kb	RP11-390K5.1
11	47208848	47208848	chr11:47187297	11	47208524	47208884	chr11:47208524-47208884	chr11	47187297	-	hypermethylation	0.36	0.36	0	TSS1500	PACSIN3
11	47208848	47208848	chr11:47187297	11	47208524	47208884	chr11:47208524-47208884	chr11	47187297	-	hypermethylation	0.36	0.36	0	TTS10kb	RP11-390K5.1
1	16156423	16156423	chr1:15829928	1	16156384	16156536	chr1:16156384-16156536	chr1	15829928	+	hypomethylation	-0.35	0.57	0.92	TTS10kb	RP11-169K16.8
1	16156423	16156423	chr1:15829928	1	16156384	16156536	chr1:16156384-16156536	chr1	15829928	-	hypomethylation	-0.35	0.57	0.92	TTS10kb	FLJ37453
11	9781871	9781871	chr11:9760324	11	9781782	9782109	chr11:9781782-9782109	chr11	9760324	+	hypermethylation	0.59	0.7	0.11	TTS10kb	SWAP70
11	9781871	9781871	chr11:9760324	11	9781782	9782109	chr11:9781782-9782109	chr11	9760324	+	hypermethylation	0.59	0.7	0.11	intron	SBF2-AS1
11	9781871	9781871	chr11:9760324	11	9781782	9782109	chr11:9781782-9782109	chr11	9760324	-	hypermethylation	0.59	0.7	0.11	TSS1500	RP11-540A21.2
11	9787014	9787014	chr11:9765467	11	9786985	9787566	chr11:9786985-9787566	chr11	9765467	+	hypermethylation	0.35	0.85	0.5	intron	SBF2-AS1
11	9787120	9787120	chr11:9765573	11	9786985	9787566	chr11:9786985-9787566	chr11	9765573	+	hypermethylation	0.46	0.76	0.3	intron	SBF2-AS1
1	20882136	20882136	chr1:20555643	1	20881978	20882230	chr1:20881978-20882230	chr1	20555643	+	hypermethylation	0.34	0.57	0.22	TTS10kb	FAM43B
12	10547387	10547387	chr12:10394788	12	10547253	10547637	chr12:10547253-10547637	chr12	10394788	+	hypomethylation	-0.44	0.46	0.9	intron	RP11-277P12.20
12	10547387	10547387	chr12:10394788	12	10547253	10547637	chr12:10547253-10547637	chr12	10394788	-	hypomethylation	-0.44	0.46	0.9	intron	KLRC4-KLRK1
12	12532984	12532984	chr12:12380050	12	12532834	12533375	chr12:12532834-12533375	chr12	12380050	+	hypermethylation	0.33	0.66	0.33	intron	LOH12CR1
12	12533001	12533001	chr12:12380067	12	12532834	12533375	chr12:12532834-12533375	chr12	12380067	+	hypermethylation	0.48	0.55	0.07	intron	LOH12CR1
12	12595060	12595060	chr12:12442126	12	12594845	12595716	chr12:12594845-12595716	chr12	12442126	-	hypomethylation	-0.56	0.44	1	TTS10kb	RP11-253I19.4
12	12595060	12595060	chr12:12442126	12	12594845	12595716	chr12:12594845-12595716	chr12	12442126	+	hypomethylation	-0.56	0.44	1	intron	LOH12CR1
12	12602457	12602457	chr12:12449523	12	12602381	12602995	chr12:12602381-12602995	chr12	12449523	+	hypomethylation	-0.39	0.41	0.8	intron	LOH12CR1
12	12602457	12602457	chr12:12449523	12	12602381	12602995	chr12:12602381-12602995	chr12	12449523	-	hypomethylation	-0.39	0.41	0.8	TTS10kb	RP11-253I19.4
12	13034648	13034648	chr12:12881714	12	13034551	13034650	chr12:13034551-13034650	chr12	12881714	+	hypomethylation	-0.5	0.32	0.81	TTS10kb	RPL13AP20
12	13376233	13376233	chr12:13223299	12	13376138	13376415	chr12:13376138-13376415	chr12	13223299	+	hypomethylation	-0.59	0.23	0.82	TTS10kb	EMP1
1	2135959	2135959	chr1:2204520	1	2135885	2136186	chr1:2135885-2136186	chr1	2204520	-	hypermethylation	0.3	0.3	0	intron	C1orf86
1	2135982	2135982	chr1:2204543	1	2135885	2136186	chr1:2135885-2136186	chr1	2204543	-	hypermethylation	0.36	0.36	0	intron	C1orf86
1	2136129	2136129	chr1:2204690	1	2135885	2136186	chr1:2135885-2136186	chr1	2204690	-	hypermethylation	0.42	0.42	0	intron	C1orf86
12	1759428	1759428	chr12:1650262	12	1759390	1759637	chr12:1759390-1759637	chr12	1650262	+	hypermethylation	0.37	0.55	0.18	TTS10kb	WNT5B
1	22002700	22002700	chr1:21676207	1	22002610	22002786	chr1:22002610-22002786	chr1	21676207	-	hypomethylation	-0.35	0.4	0.75	TTS10kb	USP48
1	226315478	226315478	chr1:226127777	1	226315308	226315548	chr1:226315308-226315548	chr1	226127777	+	hypomethylation	-0.32	0.23	0.55	TTS10kb	RP11-396C23.3
1	226315645	226315645	chr1:226127944	1	226315631	226315825	chr1:226315631-226315825	chr1	226127944	+	hypomethylation	-0.6	0.07	0.67	TTS10kb	RP11-396C23.3
1	226315650	226315650	chr1:226127949	1	226315631	226315825	chr1:226315631-226315825	chr1	226127949	+	hypomethylation	-0.74	0.06	0.8	TTS10kb	RP11-396C23.3
1	226315652	226315652	chr1:226127951	1	226315631	226315825	chr1:226315631-226315825	chr1	226127951	+	hypomethylation	-0.38	0.02	0.4	TTS10kb	RP11-396C23.3
1	226321089	226321089	chr1:226133388	1	226320775	226321123	chr1:226320775-226321123	chr1	226133388	+	hypomethylation	-0.3	0.12	0.43	TTS10kb	RP11-396C23.3
12	28127974	28127974	chr12:27975041	12	28127967	28128359	chr12:28127967-28128359	chr12	27975041	+	hypomethylation	-0.38	0.12	0.5	TTS10kb	RP11-993B23.3
1	228350923	228350923	chr1:228163222	1	228350789	228351109	chr1:228350789-228351109	chr1	228163222	-	hypermethylation	0.49	0.49	0	TTS10kb	IBA57-AS1
1	228350923	228350923	chr1:228163222	1	228350789	228351109	chr1:228350789-228351109	chr1	228163222	+	hypermethylation	0.49	0.49	0	TTS10kb	GJC2
1	228351001	228351001	chr1:228163300	1	228350789	228351109	chr1:228350789-228351109	chr1	228163300	-	hypermethylation	0.54	0.66	0.12	TTS10kb	IBA57-AS1
1	228351001	228351001	chr1:228163300	1	228350789	228351109	chr1:228350789-228351109	chr1	228163300	+	hypermethylation	0.54	0.66	0.12	TTS10kb	GJC2
1	228351070	228351070	chr1:228163369	1	228350789	228351109	chr1:228350789-228351109	chr1	228163369	+	hypermethylation	0.49	0.63	0.14	TTS10kb	GJC2
1	228351070	228351070	chr1:228163369	1	228350789	228351109	chr1:228350789-228351109	chr1	228163369	-	hypermethylation	0.49	0.63	0.14	TTS10kb	IBA57-AS1
1	228633274	228633274	chr1:228445573	1	228633222	228633907	chr1:228633222-228633907	chr1	228445573	-	hypomethylation	-0.33	0.3	0.64	TTS10kb	RP5-915N17.3
1	228633883	228633883	chr1:228446182	1	228633222	228633907	chr1:228633222-228633907	chr1	228446182	-	hypermethylation	0.34	0.34	0	TTS10kb	RP5-915N17.3
1	228633887	228633887	chr1:228446186	1	228633222	228633907	chr1:228633222-228633907	chr1	228446186	-	hypermethylation	0.31	0.31	0	TTS10kb	RP5-915N17.3
1	228634091	228634091	chr1:228446390	1	228634060	228634141	chr1:228634060-228634141	chr1	228446390	-	hypermethylation	0.3	0.5	0.2	TTS10kb	RP5-915N17.3
1	228634099	228634099	chr1:228446398	1	228634060	228634141	chr1:228634060-228634141	chr1	228446398	-	hypermethylation	0.36	0.36	0	TTS10kb	RP5-915N17.3
1	228634120	228634120	chr1:228446419	1	228634060	228634141	chr1:228634060-228634141	chr1	228446419	-	hypermethylation	0.45	0.55	0.1	TTS10kb	RP5-915N17.3
1	228634125	228634125	chr1:228446424	1	228634060	228634141	chr1:228634060-228634141	chr1	228446424	-	hypermethylation	0.48	0.57	0.09	TTS10kb	RP5-915N17.3
1	228651352	228651352	chr1:228463651	1	228651177	228651630	chr1:228651177-228651630	chr1	228463651	+	hypermethylation	0.37	0.37	0	TTS10kb	HIST3H2BB
1	228651352	228651352	chr1:228463651	1	228651177	228651630	chr1:228651177-228651630	chr1	228463651	-	hypermethylation	0.37	0.37	0	TTS10kb	HIST3H2BA
1	229229610	229229610	chr1:229093863	1	229229415	229229758	chr1:229229415-229229758	chr1	229093863	-	hypomethylation	-0.36	0.21	0.57	intron	RP5-1065P14.2
1	231036919	231036919	chr1:230901173	1	231036878	231036937	chr1:231036878-231036937	chr1	230901173	-	hypomethylation	-0.31	0.69	1	TTS10kb	TTC13
1	231720771	231720771	chr1:231585025	1	231720748	231721061	chr1:231720748-231721061	chr1	231585025	-	hypomethylation	-0.4	0.44	0.83	TTS10kb	LINC00582
1	234658425	234658425	chr1:234522679	1	234658291	234658851	chr1:234658291-234658851	chr1	234522679	-	hypermethylation	0.46	0.64	0.18	TTS10kb	LINC01354
1	234658460	234658460	chr1:234522714	1	234658291	234658851	chr1:234658291-234658851	chr1	234522714	-	hypermethylation	0.44	0.62	0.18	TTS10kb	LINC01354
1	234658466	234658466	chr1:234522720	1	234658291	234658851	chr1:234658291-234658851	chr1	234522720	-	hypermethylation	0.38	0.49	0.11	TTS10kb	LINC01354
1	234658480	234658480	chr1:234522734	1	234658291	234658851	chr1:234658291-234658851	chr1	234522734	-	hypermethylation	0.42	0.55	0.12	TTS10kb	LINC01354
1	234658513	234658513	chr1:234522767	1	234658291	234658851	chr1:234658291-234658851	chr1	234522767	-	hypermethylation	0.41	0.56	0.15	TTS10kb	LINC01354
1	234658531	234658531	chr1:234522785	1	234658291	234658851	chr1:234658291-234658851	chr1	234522785	-	hypermethylation	0.4	0.47	0.07	TTS10kb	LINC01354
1	234658791	234658791	chr1:234523045	1	234658291	234658851	chr1:234658291-234658851	chr1	234523045	-	hypermethylation	0.31	0.59	0.28	TTS10kb	LINC01354
1	234754563	234754563	chr1:234618817	1	234754264	234754665	chr1:234754264-234754665	chr1	234618817	+	hypermethylation	0.39	0.81	0.42	TTS10kb	RP4-781K5.2
1	234858945	234858945	chr1:234723198	1	234858843	234859287	chr1:234858843-234859287	chr1	234723198	+	hypermethylation	0.41	0.61	0.2	TSS1500	LINC01132
1	234858953	234858953	chr1:234723206	1	234858843	234859287	chr1:234858843-234859287	chr1	234723206	+	hypermethylation	0.5	0.5	0	TSS1500	LINC01132
1	234858957	234858957	chr1:234723210	1	234858843	234859287	chr1:234858843-234859287	chr1	234723210	+	hypermethylation	0.7	0.7	0	TSS1500	LINC01132
1	234858961	234858961	chr1:234723214	1	234858843	234859287	chr1:234858843-234859287	chr1	234723214	+	hypermethylation	0.48	0.68	0.2	TSS1500	LINC01132
1	234858978	234858978	chr1:234723231	1	234858843	234859287	chr1:234858843-234859287	chr1	234723231	+	hypermethylation	0.49	0.66	0.17	TSS1500	LINC01132
1	234858981	234858981	chr1:234723234	1	234858843	234859287	chr1:234858843-234859287	chr1	234723234	+	hypermethylation	0.51	0.68	0.17	TSS1500	LINC01132
1	234858982	234858982	chr1:234723235	1	234858843	234859287	chr1:234858843-234859287	chr1	234723235	+	hypermethylation	0.370097457314413	0.713346073514668	0.343248616200256	TSS1500	LINC01132
1	234858988	234858988	chr1:234723241	1	234858843	234859287	chr1:234858843-234859287	chr1	234723241	+	hypermethylation	0.45	0.65	0.2	TSS1500	LINC01132
1	234862453	234862453	chr1:234726706	1	234862200	234862535	chr1:234862200-234862535	chr1	234726706	+	hypermethylation	0.61	0.81	0.2	intron	LINC01132
1	234862459	234862459	chr1:234726712	1	234862200	234862535	chr1:234862200-234862535	chr1	234726712	+	hypermethylation	0.36	0.86	0.5	intron	LINC01132
1	234862472	234862472	chr1:234726725	1	234862200	234862535	chr1:234862200-234862535	chr1	234726725	+	hypermethylation	0.55	0.8	0.25	intron	LINC01132
1	234862477	234862477	chr1:234726730	1	234862200	234862535	chr1:234862200-234862535	chr1	234726730	+	hypermethylation	0.6	0.85	0.25	intron	LINC01132
1	235090056	235090056	chr1:234954309	1	235089980	235090270	chr1:235089980-235090270	chr1	234954309	-	hypermethylation	0.36	0.71	0.35	TTS10kb	RP11-443B7.1
1	235095123	235095123	chr1:234959376	1	235094853	235095190	chr1:235094853-235095190	chr1	234959376	-	hypomethylation	-0.42	0.45	0.88	TTS10kb	RP11-443B7.1
1	235095123	235095123	chr1:234959376	1	235094853	235095190	chr1:235094853-235095190	chr1	234959376	+	hypomethylation	-0.42	0.45	0.88	intron	RP11-443B7.2
1	235095123	235095123	chr1:234959376	1	235094853	235095190	chr1:235094853-235095190	chr1	234959376	-	hypomethylation	-0.42	0.45	0.88	intron	RP11-443B7.1
1	235096820	235096820	chr1:234961073	1	235096560	235096855	chr1:235096560-235096855	chr1	234961073	-	hypomethylation	-0.46	0.18	0.64	TTS10kb	RP11-443B7.1
1	235096820	235096820	chr1:234961073	1	235096560	235096855	chr1:235096560-235096855	chr1	234961073	+	hypomethylation	-0.46	0.18	0.64	TTS10kb	RP11-443B7.2
1	235096820	235096820	chr1:234961073	1	235096560	235096855	chr1:235096560-235096855	chr1	234961073	-	hypomethylation	-0.46	0.18	0.64	intron	RP11-443B7.1
1	235111265	235111265	chr1:234975518	1	235110834	235111403	chr1:235110834-235111403	chr1	234975518	-	hypomethylation	-0.3	0.42	0.72	TTS10kb	RP11-443B7.3
1	235114438	235114438	chr1:234978691	1	235114050	235115068	chr1:235114050-235115068	chr1	234978691	-	hypermethylation	0.35	0.55	0.2	TTS10kb	RP11-443B7.3
1	235114707	235114707	chr1:234978960	1	235114050	235115068	chr1:235114050-235115068	chr1	234978960	-	hypermethylation	0.39	0.56	0.17	TTS10kb	RP11-443B7.3
1	235114819	235114819	chr1:234979072	1	235114050	235115068	chr1:235114050-235115068	chr1	234979072	-	hypermethylation	0.36	0.54	0.18	TTS10kb	RP11-443B7.3
1	236105431	236105431	chr1:235942131	1	236105368	236105579	chr1:236105368-236105579	chr1	235942131	-	hypomethylation	-0.37	0.33	0.7	TTS10kb	RP5-940F7.2
1	236105514	236105514	chr1:235942214	1	236105368	236105579	chr1:236105368-236105579	chr1	235942214	-	hypomethylation	-0.39	0.32	0.71	TTS10kb	RP5-940F7.2
12	4378303	4378303	chr12:4269137	12	4378284	4379414	chr12:4378284-4379414	chr12	4269137	-	hypermethylation	0.38	0.38	0	intron	CCND2-AS2
12	4378303	4378303	chr12:4269137	12	4378284	4379414	chr12:4378284-4379414	chr12	4269137	-	hypermethylation	0.38	0.38	0	intron	CCND2-AS1
12	4378315	4378315	chr12:4269149	12	4378284	4379414	chr12:4378284-4379414	chr12	4269149	-	hypermethylation	0.37	0.37	0	intron	CCND2-AS2
12	4378315	4378315	chr12:4269149	12	4378284	4379414	chr12:4378284-4379414	chr12	4269149	-	hypermethylation	0.37	0.37	0	intron	CCND2-AS1
12	4378316	4378316	chr12:4269150	12	4378284	4379414	chr12:4378284-4379414	chr12	4269150	-	hypermethylation	0.374830451103736	0.496501937239444	0.121671486135708	intron	CCND2-AS2
12	4378609	4378609	chr12:4269443	12	4378284	4379414	chr12:4378284-4379414	chr12	4269443	-	hypermethylation	0.31	0.31	0	intron	CCND2-AS2
12	4378609	4378609	chr12:4269443	12	4378284	4379414	chr12:4378284-4379414	chr12	4269443	-	hypermethylation	0.31	0.31	0	intron	CCND2-AS1
12	4378624	4378624	chr12:4269458	12	4378284	4379414	chr12:4378284-4379414	chr12	4269458	-	hypermethylation	0.5	0.5	0	intron	CCND2-AS2
12	4378624	4378624	chr12:4269458	12	4378284	4379414	chr12:4378284-4379414	chr12	4269458	-	hypermethylation	0.5	0.5	0	intron	CCND2-AS1
12	4378628	4378628	chr12:4269462	12	4378284	4379414	chr12:4378284-4379414	chr12	4269462	-	hypermethylation	0.59	0.59	0	intron	CCND2-AS2
12	4378628	4378628	chr12:4269462	12	4378284	4379414	chr12:4378284-4379414	chr12	4269462	-	hypermethylation	0.59	0.59	0	intron	CCND2-AS1
12	4378634	4378634	chr12:4269468	12	4378284	4379414	chr12:4378284-4379414	chr12	4269468	-	hypermethylation	0.3	0.47	0.17	intron	CCND2-AS1
12	4378634	4378634	chr12:4269468	12	4378284	4379414	chr12:4378284-4379414	chr12	4269468	-	hypermethylation	0.3	0.47	0.17	intron	CCND2-AS2
12	4378636	4378636	chr12:4269470	12	4378284	4379414	chr12:4378284-4379414	chr12	4269470	-	hypermethylation	0.56	0.56	0	intron	CCND2-AS1
12	4378636	4378636	chr12:4269470	12	4378284	4379414	chr12:4378284-4379414	chr12	4269470	-	hypermethylation	0.56	0.56	0	intron	CCND2-AS2
12	4378642	4378642	chr12:4269476	12	4378284	4379414	chr12:4378284-4379414	chr12	4269476	-	hypermethylation	0.47	0.47	0	intron	CCND2-AS1
12	4378642	4378642	chr12:4269476	12	4378284	4379414	chr12:4378284-4379414	chr12	4269476	-	hypermethylation	0.47	0.47	0	intron	CCND2-AS2
12	4378645	4378645	chr12:4269479	12	4378284	4379414	chr12:4378284-4379414	chr12	4269479	-	hypermethylation	0.43	0.43	0	intron	CCND2-AS1
12	4378645	4378645	chr12:4269479	12	4378284	4379414	chr12:4378284-4379414	chr12	4269479	-	hypermethylation	0.43	0.43	0	intron	CCND2-AS2
12	4378830	4378830	chr12:4269664	12	4378284	4379414	chr12:4378284-4379414	chr12	4269664	-	hypermethylation	0.41	0.41	0	intron	CCND2-AS2
12	4378830	4378830	chr12:4269664	12	4378284	4379414	chr12:4378284-4379414	chr12	4269664	-	hypermethylation	0.41	0.41	0	intron	CCND2-AS1
12	4378938	4378938	chr12:4269772	12	4378284	4379414	chr12:4378284-4379414	chr12	4269772	-	hypermethylation	0.49	0.49	0	intron	CCND2-AS1
12	4378938	4378938	chr12:4269772	12	4378284	4379414	chr12:4378284-4379414	chr12	4269772	-	hypermethylation	0.49	0.49	0	intron	CCND2-AS2
12	4378957	4378957	chr12:4269791	12	4378284	4379414	chr12:4378284-4379414	chr12	4269791	-	hypermethylation	0.47	0.47	0	intron	CCND2-AS2
12	4378957	4378957	chr12:4269791	12	4378284	4379414	chr12:4378284-4379414	chr12	4269791	-	hypermethylation	0.47	0.47	0	intron	CCND2-AS1
12	4378964	4378964	chr12:4269798	12	4378284	4379414	chr12:4378284-4379414	chr12	4269798	-	hypermethylation	0.61	0.61	0	intron	CCND2-AS2
12	4378964	4378964	chr12:4269798	12	4378284	4379414	chr12:4378284-4379414	chr12	4269798	-	hypermethylation	0.61	0.61	0	intron	CCND2-AS1
12	4378973	4378973	chr12:4269807	12	4378284	4379414	chr12:4378284-4379414	chr12	4269807	-	hypermethylation	0.49	0.64	0.14	intron	CCND2-AS1
12	4378973	4378973	chr12:4269807	12	4378284	4379414	chr12:4378284-4379414	chr12	4269807	-	hypermethylation	0.49	0.64	0.14	intron	CCND2-AS2
12	4378992	4378992	chr12:4269826	12	4378284	4379414	chr12:4378284-4379414	chr12	4269826	-	hypermethylation	0.39	0.39	0	intron	CCND2-AS2
12	4378992	4378992	chr12:4269826	12	4378284	4379414	chr12:4378284-4379414	chr12	4269826	-	hypermethylation	0.39	0.39	0	intron	CCND2-AS1
12	4379001	4379001	chr12:4269835	12	4378284	4379414	chr12:4378284-4379414	chr12	4269835	-	hypermethylation	0.5	0.5	0	intron	CCND2-AS2
12	4379001	4379001	chr12:4269835	12	4378284	4379414	chr12:4378284-4379414	chr12	4269835	-	hypermethylation	0.5	0.5	0	intron	CCND2-AS1
12	4379022	4379022	chr12:4269856	12	4378284	4379414	chr12:4378284-4379414	chr12	4269856	-	hypermethylation	0.48	0.65	0.17	intron	CCND2-AS1
12	4379022	4379022	chr12:4269856	12	4378284	4379414	chr12:4378284-4379414	chr12	4269856	-	hypermethylation	0.48	0.65	0.17	intron	CCND2-AS2
12	4379061	4379061	chr12:4269895	12	4378284	4379414	chr12:4378284-4379414	chr12	4269895	-	hypermethylation	0.36	0.36	0	intron	CCND2-AS1
12	4379061	4379061	chr12:4269895	12	4378284	4379414	chr12:4378284-4379414	chr12	4269895	-	hypermethylation	0.36	0.36	0	intron	CCND2-AS2
12	4379132	4379132	chr12:4269966	12	4378284	4379414	chr12:4378284-4379414	chr12	4269966	-	hypermethylation	0.42	0.42	0	intron	CCND2-AS2
12	4379132	4379132	chr12:4269966	12	4378284	4379414	chr12:4378284-4379414	chr12	4269966	-	hypermethylation	0.42	0.42	0	intron	CCND2-AS1
12	4379141	4379141	chr12:4269975	12	4378284	4379414	chr12:4378284-4379414	chr12	4269975	-	hypermethylation	0.46	0.46	0	intron	CCND2-AS2
12	4379141	4379141	chr12:4269975	12	4378284	4379414	chr12:4378284-4379414	chr12	4269975	-	hypermethylation	0.46	0.46	0	intron	CCND2-AS1
12	4379164	4379164	chr12:4269998	12	4378284	4379414	chr12:4378284-4379414	chr12	4269998	-	hypermethylation	0.44	0.44	0	intron	CCND2-AS1
12	4379164	4379164	chr12:4269998	12	4378284	4379414	chr12:4378284-4379414	chr12	4269998	-	hypermethylation	0.44	0.44	0	intron	CCND2-AS2
12	4379173	4379173	chr12:4270007	12	4378284	4379414	chr12:4378284-4379414	chr12	4270007	-	hypermethylation	0.55	0.61	0.06	intron	CCND2-AS1
12	4379173	4379173	chr12:4270007	12	4378284	4379414	chr12:4378284-4379414	chr12	4270007	-	hypermethylation	0.55	0.61	0.06	intron	CCND2-AS2
12	4379180	4379180	chr12:4270014	12	4378284	4379414	chr12:4378284-4379414	chr12	4270014	-	hypermethylation	0.32	0.32	0	intron	CCND2-AS1
12	4379180	4379180	chr12:4270014	12	4378284	4379414	chr12:4378284-4379414	chr12	4270014	-	hypermethylation	0.32	0.32	0	intron	CCND2-AS2
12	4379204	4379204	chr12:4270038	12	4378284	4379414	chr12:4378284-4379414	chr12	4270038	-	hypermethylation	0.34	0.42	0.08	intron	CCND2-AS1
12	4379204	4379204	chr12:4270038	12	4378284	4379414	chr12:4378284-4379414	chr12	4270038	-	hypermethylation	0.34	0.42	0.08	intron	CCND2-AS2
12	4379284	4379284	chr12:4270118	12	4378284	4379414	chr12:4378284-4379414	chr12	4270118	-	hypermethylation	0.33	0.33	0	intron	CCND2-AS2
12	4379284	4379284	chr12:4270118	12	4378284	4379414	chr12:4378284-4379414	chr12	4270118	-	hypermethylation	0.33	0.33	0	intron	CCND2-AS1
12	4379298	4379298	chr12:4270132	12	4378284	4379414	chr12:4378284-4379414	chr12	4270132	-	hypermethylation	0.35	0.35	0	intron	CCND2-AS1
12	4379298	4379298	chr12:4270132	12	4378284	4379414	chr12:4378284-4379414	chr12	4270132	-	hypermethylation	0.35	0.35	0	intron	CCND2-AS2
12	4379306	4379306	chr12:4270140	12	4378284	4379414	chr12:4378284-4379414	chr12	4270140	-	hypermethylation	0.46	0.51	0.04	intron	CCND2-AS1
12	4379306	4379306	chr12:4270140	12	4378284	4379414	chr12:4378284-4379414	chr12	4270140	-	hypermethylation	0.46	0.51	0.04	intron	CCND2-AS2
12	4380914	4380914	chr12:4271748	12	4380607	4381576	chr12:4380607-4381576	chr12	4271748	-	hypermethylation	0.3	0.3	0	intron	CCND2-AS1
12	4380914	4380914	chr12:4271748	12	4380607	4381576	chr12:4380607-4381576	chr12	4271748	-	hypermethylation	0.3	0.3	0	intron	CCND2-AS2
12	4380919	4380919	chr12:4271753	12	4380607	4381576	chr12:4380607-4381576	chr12	4271753	-	hypermethylation	0.31	0.31	0	intron	CCND2-AS2
12	4380919	4380919	chr12:4271753	12	4380607	4381576	chr12:4380607-4381576	chr12	4271753	-	hypermethylation	0.31	0.31	0	intron	CCND2-AS1
12	4381447	4381447	chr12:4272281	12	4380607	4381576	chr12:4380607-4381576	chr12	4272281	-	hypermethylation	0.33	0.33	0	intron	CCND2-AS1
12	4381447	4381447	chr12:4272281	12	4380607	4381576	chr12:4380607-4381576	chr12	4272281	+	hypermethylation	0.33	0.33	0	TSS1500	CCND2
12	4381447	4381447	chr12:4272281	12	4380607	4381576	chr12:4380607-4381576	chr12	4272281	-	hypermethylation	0.33	0.33	0	intron	CCND2-AS2
1	24477844	24477844	chr1:24151354	1	24477754	24478041	chr1:24477754-24478041	chr1	24151354	-	hypermethylation	0.35	0.43	0.08	TTS10kb	IFNLR1
1	24477848	24477848	chr1:24151358	1	24477754	24478041	chr1:24477754-24478041	chr1	24151358	-	hypermethylation	0.34	0.45	0.11	TTS10kb	IFNLR1
1	24477861	24477861	chr1:24151371	1	24477754	24478041	chr1:24477754-24478041	chr1	24151371	-	hypermethylation	0.3	0.4	0.1	TTS10kb	IFNLR1
1	24477868	24477868	chr1:24151378	1	24477754	24478041	chr1:24477754-24478041	chr1	24151378	-	hypermethylation	0.38	0.48	0.1	TTS10kb	IFNLR1
1	24477909	24477909	chr1:24151419	1	24477754	24478041	chr1:24477754-24478041	chr1	24151419	-	hypermethylation	0.46	0.51	0.05	TTS10kb	IFNLR1
1	24477930	24477930	chr1:24151440	1	24477754	24478041	chr1:24477754-24478041	chr1	24151440	-	hypermethylation	0.36	0.71	0.35	TTS10kb	IFNLR1
12	46786650	46786650	chr12:46392867	12	46786554	46786766	chr12:46786554-46786766	chr12	46392867	+	hypomethylation	-0.33	0.24	0.57	TTS10kb	RP11-96H19.1
12	46786650	46786650	chr12:46392867	12	46786554	46786766	chr12:46786554-46786766	chr12	46392867	+	hypomethylation	-0.33	0.24	0.57	TTS10kb	RP11-474P2.6
12	46786650	46786650	chr12:46392867	12	46786554	46786766	chr12:46786554-46786766	chr12	46392867	+	hypomethylation	-0.33	0.24	0.57	intron	RP11-96H19.1
12	46887735	46887735	chr12:46493952	12	46887386	46887956	chr12:46887386-46887956	chr12	46493952	+	hypomethylation	-0.51	0.39	0.9	intron	RP11-96H19.1
12	46918704	46918704	chr12:46524921	12	46918651	46918824	chr12:46918651-46918824	chr12	46524921	+	hypermethylation	0.36	0.78	0.41	intron	RP11-96H19.1
12	46951501	46951501	chr12:46557718	12	46951455	46951753	chr12:46951455-46951753	chr12	46557718	+	hypermethylation	0.33	0.83	0.5	intron	RP11-446N19.1
12	46951501	46951501	chr12:46557718	12	46951455	46951753	chr12:46951455-46951753	chr12	46557718	+	hypermethylation	0.33	0.83	0.5	intron	RP11-96H19.1
12	46951521	46951521	chr12:46557738	12	46951455	46951753	chr12:46951455-46951753	chr12	46557738	+	hypermethylation	0.36	0.86	0.5	intron	RP11-446N19.1
12	46951521	46951521	chr12:46557738	12	46951455	46951753	chr12:46951455-46951753	chr12	46557738	+	hypermethylation	0.36	0.86	0.5	intron	RP11-96H19.1
12	47044598	47044598	chr12:46650815	12	47044408	47044812	chr12:47044408-47044812	chr12	46650815	+	hypomethylation	-0.37	0.32	0.7	intron	RP11-446N19.1
12	47044598	47044598	chr12:46650815	12	47044408	47044812	chr12:47044408-47044812	chr12	46650815	+	hypomethylation	-0.37	0.32	0.7	intron	RP11-96H19.1
12	47044648	47044648	chr12:46650865	12	47044408	47044812	chr12:47044408-47044812	chr12	46650865	+	hypomethylation	-0.32	0.4	0.71	intron	RP11-96H19.1
12	47044648	47044648	chr12:46650865	12	47044408	47044812	chr12:47044408-47044812	chr12	46650865	+	hypomethylation	-0.32	0.4	0.71	intron	RP11-446N19.1
12	47053819	47053819	chr12:46660036	12	47053760	47053887	chr12:47053760-47053887	chr12	46660036	+	hypermethylation	0.65	0.65	0	TTS10kb	RP11-446N19.1
12	47053819	47053819	chr12:46660036	12	47053760	47053887	chr12:47053760-47053887	chr12	46660036	+	hypermethylation	0.65	0.65	0	intron	RP11-96H19.1
